stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
68,0,110,154245.3,1,1.000742,6151592.13,1.000654,27404.08,1.000742,95130,1.000673,1.1003017,11,0_110_68
70,0,110,0,0,1.001345,1714606.21,1.000859,26806.01,1.001426,12483.6,1.001246,9.299517,11,0_110_70
71,0,110,90087906.3,-1,0.998943,13623516.38,0.99876,8174.6,0.999505,818.07,0.999437,-2.9599667,11,0_110_71
72,0,110,3196830.34,1,0.999374,20482232.27,0.999315,54999.04,0.999374,33538,0.999352,-3.989935,11,0_110_72
73,0,110,3142099.35,1,1.000645,2683324.6,1.000239,62586.35,1.000645,57852.36,1.00045,5.389452,11,0_110_73
74,0,110,81209.55,-1,0.999968,9538622.15,0.999925,9100.39,1.000339,2100.96,1.000262,5.209446,11,0_110_74
75,0,110,1612632.69,1,0.999675,6414050.51,0.999403,38957.65,0.999675,23380.95,0.999573,-1.4698505,11,0_110_75
76,0,110,0,0,1.000018,2248786.55,0.999717,19926,1.000119,26412.55,0.99989,4.479885,11,0_110_76
77,0,110,12409289.65,1,1.000984,7562807.84,1.000632,62609.4,1.000984,48912.18,1.00083,-2.2399426,11,0_110_77
80,0,110,86148.73,1,1.001162,856503.49,1.000431,51818.37,1.001162,18889.2,1.000967,4.4596195,11,0_110_80
81,0,110,18037096.32,1,1.003283,7321171.33,1.002632,15402,1.003413,28361.76,1.002907,1.1503696,11,0_110_81
82,0,110,0,0,0.998423,803051.17,0.997755,15079.3,0.998423,44715.42,0.997924,-8.31008,11,0_110_82
83,0,110,43644238.59,-1,1.000474,79824794.1,1.000474,159984.3,1.000661,113759.2,1.000583,-0.15974045,11,0_110_83
84,0,110,58920511.98,-1,1.00063,63417640.58,1.000567,13553.25,1.000944,5423.34,1.000836,-5.400181,11,0_110_84
85,0,110,1436783.59,1,0.996877,1672886.93,0.996181,8584,0.996993,60137,0.996282,-3.0899048,11,0_110_85
86,0,110,224696.27,-1,1.007016,1716499.64,1.006487,46588.5,1.008453,38677.3,1.007562,-14.4302845,11,0_110_86
87,0,110,346141.43,1,1.000542,3246818.02,0.999842,5711,1.000542,40062.15,0.999929,-10.589957,11,0_110_87
88,0,110,6421580.5,-1,1.000044,28797305.59,1.000005,1543.41,1.000297,186292.44,1.000008,5.3095818,11,0_110_88
89,0,110,0,0,0.998948,5649183.28,0.998948,3034,0.999524,24286,0.999012,0.7200241,11,0_110_89
90,0,110,340008.11,1,1.001055,3883946.75,1.000717,2688.92,1.001104,21312.76,1.00076,9.690523,11,0_110_90
91,0,110,8805612.69,1,1.000228,10324989.44,0.99982,7654.4,1.000262,8835.9,1.000025,4.930496,11,0_110_91
92,0,110,0,0,0.997306,2417029.7,0.995416,164346,0.999572,65245.32,0.998395,-6.939769,11,0_110_92
93,0,110,69535.97,1,1.000617,2864685.4,1.000231,27013.5,1.000617,15531,1.000476,-7.2300434,11,0_110_93
94,0,110,184123.96,-1,0.998369,1015638.35,0.997928,2645.24,0.999007,203.7,0.99893,2.7298927,11,0_110_94
95,0,110,31755990.56,-1,0.999079,41635759.88,0.999079,25478.7,0.999171,34155.45,0.999118,-17.94994,11,0_110_95
96,0,110,2091612.07,1,0.999202,16916388.34,0.999037,16587.96,0.999202,16590.7,0.99912,-0.9697676,11,0_110_96
97,0,110,0,0,1.000511,3486268.58,1.000407,14968.2,1.001554,16234.14,1.000957,-10.769963,11,0_110_97
98,0,110,18118.31,1,1.000375,993465.29,0.999694,76828.7,1.000375,1122168.6,0.999738,-8.130074,11,0_110_98
99,0,110,2985464.2,1,1.00206,4527376.8,1.001815,20777.38,1.00206,37890.24,1.001901,-2.220273,11,0_110_99
100,0,110,0,0,1.0028,80691.87,1.00243,8124,1.0028,5418,1.002652,4.5204163,11,0_110_100
101,0,110,138242.83,-1,1.000058,1086742.24,0.999927,15359.2,1.000904,3074.84,1.000741,-14.889836,11,0_110_101
103,0,110,0,0,0.999941,4341588.35,0.999648,11679.64,1.000025,5961.25,0.999898,8.510351,11,0_110_103
104,0,110,2146695.02,1,0.999512,6509770.16,0.999298,33249.3,0.999512,34661.6,0.999403,0.7903576,11,0_110_104
105,0,110,0,0,1.000586,10995207.72,1.000586,113301.84,1.000743,187384,1.000645,0.590086,11,0_110_105
106,0,110,1774526.23,1,0.999304,4119387.11,0.99907,2985.5,0.999304,85.32,0.999297,-0.38027763,11,0_110_106
107,0,110,0,0,1.000453,1804172.62,0.999661,277.77,1.000632,28638.12,0.99967,7.560253,11,0_110_107
108,0,110,469625.28,-1,0.99873,9024046.23,0.99873,256.44,0.999119,39250.62,0.998732,-2.9098988,11,0_110_108
109,0,110,0,0,0.999716,8515624.54,0.999405,40305.04,0.999716,213144,0.999454,6.0498714,11,0_110_109
110,0,110,5761542.98,1,1.000448,18682914.23,1.000241,34875.11,1.000448,39369.28,1.000338,-0.39994717,11,0_110_110
111,0,110,291517.37,-1,0.998294,751363.77,0.998294,2428,0.998705,26330.36,0.998329,-21.84987,11,0_110_111
112,0,110,70069698.78,-1,1.0004,209043976.6,1.0004,58272,1.000469,174099.55,1.000417,-0.7200241,11,0_110_112
113,0,110,2183164.33,-1,0.999381,4757703.75,0.999356,402.39,0.999902,56768.01,0.99936,-1.1301041,11,0_110_113
114,0,110,945993.13,-1,0.999591,995052.84,0.999591,138.53,1.000168,693.05,0.999687,-19.710064,11,0_110_114
115,0,110,0,0,1.00084,12654920.74,1.000475,4929.5,1.000881,72986.2,1.0005,1.9800663,11,0_110_115
116,0,110,1506514.66,-1,1.000631,2466291.04,1.000631,735.08,1.000903,61763.52,1.000634,4.9495697,11,0_110_116
117,0,110,736475.72,-1,1.000208,1115659.52,1.000208,167861.96,1.000837,439921.2,1.000382,0.5197525,11,0_110_117
118,0,110,653452.78,1,0.999578,8276018.76,0.998498,158794.22,1.000352,341805.38,0.999087,13.420582,11,0_110_118
