stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
197,0,300,476648.75,-1,0.999907,8699158.62,0.999836,6235.24,1.000119,141.75,1.000112,-1.6599894,30,0_300_197
198,0,300,5820413.66,1,1.000459,49340769.02,1.000288,96300.09,1.000459,23392,1.000426,-2.310276,30,0_300_198
0,0,310,0,0,0.999919,26670118.88,0.999812,22767.64,0.999919,18664,0.999871,-6.0397387,31,0_310_0
1,0,310,125761.28,-1,0.999661,3358625.96,0.999661,1701.2,1.000249,3234.18,0.999864,-2.850294,31,0_310_1
2,0,310,0,0,0.999719,4501991.15,0.999508,94900,1.000509,83975.58,1.00004,1.0001659,31,0_310_2
3,0,310,2414178.67,1,0.999655,41593666.66,0.99944,23236,0.999655,2556.51,0.999634,-4.3302774,31,0_310_3
4,0,310,3042413.68,1,0.999325,38710684.23,0.998979,35414.75,0.999325,14460,0.999225,1.5103817,31,0_310_4
5,0,310,0,0,1.002306,19816808.1,1.002061,79425.7,1.002713,24606,1.002559,-9.739995,31,0_310_5
6,0,310,1782800.9,1,1.000472,6730740.05,1.00001,113330.84,1.000472,9051.6,1.000437,-4.169941,31,0_310_6
7,0,310,3708894.8,-1,0.998107,62097000.1,0.998138,64137,0.998433,64156,0.998286,3.8802624,31,0_310_7
8,0,310,1123682.69,1,0.999342,23501888.51,0.998289,6496.68,1.000248,32547.15,0.998616,-5.0497055,31,0_310_8
9,0,310,0,0,0.999677,12825322.65,0.999516,14922.72,0.999677,18950.58,0.999587,-6.060004,31,0_310_9
10,0,310,538927.08,-1,1.000204,22283299.55,0.999939,56409,1.00063,32175.36,1.000379,6.580353,31,0_310_10
11,0,310,308929.66,1,1.00133,4226580.65,1.000223,10104.14,1.001543,3764.64,1.001185,-2.5200844,31,0_310_11
12,0,310,10565735.75,1,1.001593,33917496.24,1.001384,91682.54,1.001677,11014.7,1.001645,3.4201145,31,0_310_12
13,0,310,577142.02,1,0.997659,15243062.31,0.997423,888.16,0.997659,507.64,0.997573,-5.980134,31,0_310_13
14,0,310,14484521.55,1,1.001337,65177568.98,1.000916,18537,1.001337,30908,1.001074,10.85043,31,0_310_14
15,0,310,2837825.37,1,1.001262,13163606.29,1.001055,72685,1.001262,2908,1.001254,-2.040267,31,0_310_15
16,0,310,2688851.18,1,1.002206,9119787.63,1.001442,9903.78,1.00237,56173.44,1.001581,-2.4700165,31,0_310_16
17,0,310,0,0,0.997496,53164676.61,0.997322,36215.55,0.998074,141519.7,0.997476,8.080006,31,0_310_17
18,0,310,0,0,0.999847,3539242.71,0.999482,1915.9,0.999847,5476,0.999576,1.7905235,31,0_310_18
19,0,310,98550.56,1,1.001804,7494467.69,1.001186,19056.7,1.001804,2494.94,1.001732,-3.439784,31,0_310_19
20,0,310,1491019.66,1,0.999622,8243391.56,0.999295,151488,0.999622,3367.5,0.999615,-4.310012,31,0_310_20
21,0,310,0,0,0.999061,6676326.79,0.998866,21012.81,0.999256,24717,0.999045,0.17046928,31,0_310_21
22,0,310,7632036.05,1,1.00253,17637596.17,1.001839,4352,1.0023,36747.76,1.001888,2.1100044,31,0_310_22
23,0,310,0,0,1.001371,50356232.67,1.001371,18707,1.001639,33494.48,1.001467,-2.3901463,31,0_310_23
24,0,310,0,0,1.002057,10111379.67,1.001889,951.04,1.002057,163130.8,1.00189,-2.2000074,31,0_310_24
25,0,310,851628.59,-1,0.999853,16880653.51,0.999695,9492,1.00009,35197.58,0.999779,1.4805794,31,0_310_25
26,0,310,0,0,0.997449,7989194.75,0.997449,489984.98,0.99816,320304.9,0.997879,-0.90003014,31,0_310_26
27,0,310,2206857.23,-1,0.998772,11683735.43,0.99872,24222.24,0.999031,30960.3,0.998856,-6.030202,31,0_310_27
28,0,310,275992.61,-1,0.997889,7412329.06,0.997889,383.9,0.998408,7528.36,0.997914,13.159513,31,0_310_28
29,0,310,10651859.66,1,1.002251,29288714.27,1.001684,119595.02,1.002301,81783.6,1.00205,-3.2502413,31,0_310_29
30,0,310,423939.7,1,1.000442,6597421.26,1.000272,25594.63,1.000442,33639.28,1.000345,-2.8401613,31,0_310_30
31,0,310,97826.26,1,0.998545,2633922.09,0.997654,183478.4,0.998545,176019.42,0.998109,-2.0599365,31,0_310_31
32,0,310,0,0,0.999029,10316670.11,0.998779,40545.78,0.999029,28292.95,0.998926,-3.3599138,31,0_310_32
33,0,310,2974526.41,-1,0.996829,9096719.42,0.996829,52242.32,0.997047,70310.06,0.996922,8.230209,31,0_310_33
34,0,310,1045220.89,1,1.00223,26440110.5,1.001241,4040.61,1.002698,57807,1.001336,-1.6498566,31,0_310_34
35,0,310,0,0,0.999428,10179452.73,0.99918,12204.84,0.999428,30580.11,0.999251,2.4294853,31,0_310_35
36,0,310,0,0,1.000631,8905896.13,1.000529,7115.76,1.000631,38251.08,1.000545,-0.860095,31,0_310_36
37,0,310,997414.31,-1,1.000006,29569994.33,0.999958,31828.8,1.000197,45241.2,1.000056,0.04053116,31,0_310_37
38,0,310,1309694.79,-1,1.001303,22036223.71,1.001182,32398.8,1.001303,413.3,1.001301,-0.5400181,31,0_310_38
39,0,310,45116.98,1,1.00031,9894231.35,1.000001,6611.98,1.00031,23343.6,1.000069,6.5505505,31,0_310_39
40,0,310,312911.12,1,0.999196,10283711.65,0.998848,24175.2,0.999196,3022.95,0.999157,5.170107,31,0_310_40
41,0,310,13197391.79,1,1.001875,130342284.1,1.001621,10057.71,1.001926,9074.42,1.001782,3.4797192,31,0_310_41
42,0,310,0,0,0.998954,3040807.71,0.997426,90765.28,0.998999,5556.75,0.998908,-3.4999847,31,0_310_42
43,0,310,0,0,0.999933,5215414.87,0.999647,36687,0.999933,3669.75,0.999907,-0.7301569,31,0_310_43
44,0,310,0,0,1.000852,66578466.98,1.000852,16093,1.001277,72661.12,1.000929,-13.589859,31,0_310_44
45,0,310,6794780.49,-1,0.999892,400129192.1,0.999892,26204.36,0.999963,56970,0.999915,-1.4197826,31,0_310_45
46,0,310,0,0,1.006447,9333590.26,1.00386,29101.2,1.006861,51079.35,1.004951,4.7802925,31,0_310_46
47,0,310,1062554.3,1,1.001541,4183094.96,1.001106,41422.5,1.00165,19341,1.001477,-4.9299,31,0_310_47
48,0,310,0,0,0.999216,13204950.87,0.99913,25677.3,0.99943,1401,0.999414,5.2797794,31,0_310_48
49,0,310,2163178.47,1,1.000226,15702744.57,0.999949,202805.68,1.000226,94736.25,1.000138,-2.6601553,31,0_310_49
50,0,310,1603268.46,-1,0.997495,16004551.41,0.997371,39347.44,0.997866,14681.94,0.997732,-6.970167,31,0_310_50
51,0,310,1660308.24,-1,1.003372,16408594,1.0033,2956.52,1.003847,1690.36,1.003648,-14.929771,31,0_310_51
52,0,310,0,0,0.998108,10797548.79,0.998108,4523.9,0.99836,23458.76,0.998149,-2.3901463,31,0_310_52
53,0,310,0,0,0.999775,36881527.08,0.999629,54178.2,0.999775,18450.71,0.999738,1.1694431,31,0_310_53
54,0,310,425587.74,-1,1.00024,21369845.75,1.00017,5457.18,1.000448,2585.7,1.000359,3.939867,31,0_310_54
55,0,310,5673150.81,-1,0.999085,10996841.04,0.999085,38884.59,0.999268,142274.7,0.999125,-1.9401312,31,0_310_55
56,0,310,0,0,1.002138,13082013.37,1.001979,3970.26,1.002138,7374.51,1.002035,-10.340214,31,0_310_56
57,0,310,753519.32,1,1.001246,20388350.56,1.000832,4065.48,1.001261,68464.87,1.000856,-1.360178,31,0_310_57
58,0,310,6066744.64,1,1.002625,44493491.52,1.002206,3161.52,1.002682,88564.56,1.002223,-1.950264,31,0_310_58
59,0,310,672094.42,1,1.001166,8065668.98,1.000793,53737.26,1.001166,36696.6,1.001015,4.12941,31,0_310_59
60,0,310,586459.94,1,1.001459,16800367.16,1.001104,48185.9,1.001577,6089.52,1.001524,-6.120205,31,0_310_60
61,0,310,535784.98,-1,0.998014,8870965.89,0.998014,10748.16,0.998371,27664,0.998114,-11.839867,31,0_310_61
62,0,310,0,0,1.000403,6209644.5,0.999516,26759.16,1.000847,93781.8,0.999812,4.849434,31,0_310_62
63,0,310,0,0,0.998932,7010302.25,0.998932,30594,0.999128,18462,0.999054,5.8996677,31,0_310_63
64,0,310,0,0,0.999035,13099465.27,0.997993,115513.71,0.999097,6237.92,0.99904,5.4597855,31,0_310_64
65,0,310,0,0,0.999622,17971563.51,0.999409,54837.33,0.999622,104340,0.999482,-1.7398596,31,0_310_65
66,0,310,2863547.19,-1,0.998462,8127017.95,0.998351,59689.14,0.998853,70089.6,0.998582,-2.9498339,31,0_310_66
67,0,310,0,0,1.005835,48173247.98,1.005457,11409.75,1.005893,144586.2,1.005489,8.239746,31,0_310_67
68,0,310,453569.44,1,1.00083,10961374.65,1.000654,62055.52,1.00083,55270.88,1.000747,-7.6401234,31,0_310_68
70,0,310,1118344.86,1,1.0041,4557924.9,1.003289,1238.3,1.004181,12517.94,1.00337,-3.1900406,31,0_310_70
71,0,310,2039639.7,-1,0.997123,114013567.5,0.996891,815.93,0.99777,6533.2,0.996988,19.47999,31,0_310_71
72,0,310,0,0,0.99848,27928638.78,0.998361,14406.72,0.99848,2680.64,0.998462,-4.7701597,31,0_310_72
73,0,310,0,0,1.000239,8901230.63,1.000239,44739.75,1.000645,187785.9,1.000317,1.540184,31,0_310_73
74,0,310,9614931.13,-1,0.997983,25546005.3,0.997983,4890.69,0.998611,69911,0.998024,7.4601173,31,0_310_74
