stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
130,0,230,9123836.1,1,0.998855,18483318.4,0.998772,79853.2,0.998855,59444.55,0.99882,13.129711,23,0_230_130
131,0,230,2303829.62,1,1.001945,3866521.16,1.001562,19939,1.001945,118737.36,1.001617,-0.21994114,23,0_230_131
132,0,230,0,0,0.997124,28252866.13,0.996793,180.78,0.997124,18264.84,0.996797,-3.309846,23,0_230_132
133,0,230,1922466.03,1,1.001302,13006313.42,1.000735,27710.2,1.001403,990.31,1.00138,10.67996,23,0_230_133
134,0,230,7783618.62,-1,1.000227,4153448.27,1.000227,74233.04,1.000931,148101.3,1.000463,-3.669858,23,0_230_134
136,0,230,175931.99,1,0.99932,4297503.54,0.998843,6533.28,0.99932,24050.6,0.998945,-5.810261,23,0_230_136
137,0,230,2303337.81,1,0.99862,9325611.83,0.998332,64091.4,0.99862,17327,0.998559,-11.219978,23,0_230_137
138,0,230,120871.63,-1,0.998548,505094.85,0.998281,7490,0.999348,20057.15,0.998572,-29.879808,23,0_230_138
139,0,230,0,0,0.998538,3911704,0.998538,15922,0.998726,159.25,0.998724,-11.799932,23,0_230_139
140,0,230,13868999.19,1,0.999355,38335126.05,0.999198,16379.56,0.999355,36002.61,0.999247,2.0003319,23,0_230_140
141,0,230,1626497.17,-1,0.997675,47849686.65,0.997675,35415,0.997886,14169,0.997826,-0.15974045,23,0_230_141
142,0,230,26128333.49,-1,0.999274,46741896.12,0.999129,483.84,0.999522,13552.84,0.999143,4.030466,23,0_230_142
143,0,230,170498.06,-1,0.999148,764932.5,0.999148,22863.6,0.999832,52990.47,0.999354,-4.6497583,23,0_230_143
144,0,230,1634727.34,1,0.999152,7195484.89,0.998787,19411,0.999152,15962.32,0.998987,-5.530119,23,0_230_144
145,0,230,16942934.98,1,1.000302,5639195.61,0.999899,19840,1.000302,10271.34,1.000165,-0.5400181,23,0_230_145
