stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
36,0,530,0,0,1.001137,8905896.13,1.001036,33223.68,1.001137,54092.83,1.001074,-4.799962,53,0_530_36
37,0,530,390128.67,-1,1.000292,30383757.09,1.000292,67239.87,1.000435,196092,1.000329,-2.1600723,53,0_530_37
38,0,530,456432.56,-1,1.002151,22891962.52,1.002151,31271.94,1.002272,42114.66,1.002202,2.490282,53,0_530_38
39,0,530,0,0,1.001493,9939348.33,1.001313,144096.5,1.001647,78305.58,1.001529,-0.90003014,53,0_530_39
40,0,530,811753.69,1,0.997807,10979636.36,0.99746,10949.94,0.997807,77797.5,0.997503,21.159649,53,0_530_40
41,0,530,1529447.54,1,1.004059,141998218,1.004008,118608,1.00411,152822.1,1.004053,-4.079938,53,0_530_41
42,0,530,0,0,1.000392,3039472.75,0.999404,70265.76,1.000707,23378.25,1.000382,-7.8600645,53,0_530_42
43,0,530,0,0,0.999132,5233240.57,0.998731,17628.54,0.999132,87654.22,0.998798,-2.9301643,53,0_530_43
44,0,530,0,0,0.999245,67618755.52,0.999056,22405.22,0.999481,1004857.92,0.999065,-8.519888,53,0_530_44
45,0,530,3402660.17,-1,1.000068,404729976,1.000068,27348.48,1.000103,330757.29,1.000071,-2.5600195,53,0_530_45
46,0,530,29472.46,1,1.00415,9707552.31,1.00326,1938.92,1.004398,29116.8,1.003331,7.4505806,53,0_530_46
47,0,530,247708.66,1,1.00165,4958770.63,1.001433,9944.64,1.001759,38501.98,1.0015,9.980202,53,0_530_47
48,0,530,0,0,1.000414,13747914.52,1.000371,57027.68,1.000671,133494.09,1.000461,-1.5300512,53,0_530_48
49,0,530,1009678.13,1,1.000503,17056643.44,1.000226,381687.84,1.000503,234072.4,1.000398,-5.980134,53,0_530_49
50,0,530,3392312.98,-1,0.997804,14232483.81,0.997804,57756.14,0.99799,54055.6,0.9979,0.5698204,53,0_530_50
51,0,530,0,0,1.001661,18068902.25,1.001447,120993.46,1.001804,133266.68,1.001617,-7.249713,53,0_530_51
52,0,530,0,0,0.998276,10817467.83,0.99794,71656.06,0.99836,43940.52,0.9982,1.6403198,53,0_530_52
53,0,530,0,0,0.999556,39686528.89,0.999483,152773.96,0.999629,259232.4,0.999538,5.5396557,53,0_530_53
54,0,530,1118531.87,-1,1.001249,21931839.81,1.001215,6037.92,1.001493,21857.6,1.001275,3.0303001,53,0_530_54
55,0,530,2174877.5,-1,0.999451,14495114.34,0.999451,205819.02,0.999633,196773.12,0.999544,-0.28014183,53,0_530_55
56,0,530,0,0,1.000283,14623016.13,1.000071,354567.3,1.000283,41145.32,1.000261,4.1794777,53,0_530_56
57,0,530,138788.37,1,1.001866,20715349.51,1.001349,3389.65,1.00194,31881.51,1.001406,4.34041,53,0_530_57
58,0,530,0,0,1.002777,50560236.16,1.002682,3690.19,1.002777,37959.84,1.00269,6.209612,53,0_530_58
59,0,530,319810.2,1,1.002193,8417953.2,1.002099,429.6,1.002193,32330.41,1.002101,8.729696,53,0_530_59
60,0,530,0,0,1.002051,17386827.1,1.001577,35014.74,1.00213,11170.28,1.001996,-4.119873,53,0_530_60
61,0,530,251401.62,-1,0.998549,9189733.27,0.998549,105130.77,0.998727,160945.46,0.998619,-5.850196,53,0_530_61
62,0,530,0,0,1.001291,6508104.06,1.001089,248.16,1.001856,61839.15,1.001092,-14.640093,53,0_530_62
63,0,530,0,0,0.999128,7014743.13,0.998932,44361.3,0.999128,91800,0.998996,1.1098385,53,0_530_63
64,0,530,2136737.71,-1,0.99993,10828731.2,0.999888,29773.64,1.000346,16815.4,1.000181,-9.179711,53,0_530_64
65,0,530,288454.15,-1,0.999622,18734286.13,0.999622,35626,0.999834,85370.16,0.999684,2.3400784,53,0_530_65
66,0,530,640122.82,-1,0.997959,10350442.33,0.997959,8574.72,0.998686,18413.31,0.99819,-3.7801266,53,0_530_66
67,0,530,2068399.5,-1,1.008481,51204837.35,1.008248,53046.63,1.009092,347,1.009086,-5.3197145,53,0_530_67
68,0,530,784014.24,1,1.000035,11113696.13,0.999858,48654.5,1.000035,127655.76,0.999907,4.7302246,53,0_530_68
70,0,530,434452.48,1,1.004829,5241693.86,1.0041,17969.85,1.004991,25056.08,1.004472,4.8696995,53,0_530_70
71,0,530,0,0,0.99953,116141602.5,0.998845,162688.47,0.999762,90010.8,0.999436,4.0495396,53,0_530_71
72,0,530,0,0,0.99854,28091399.93,0.998421,17423.12,0.99854,8377.5,0.998501,5.1903725,53,0_530_72
73,0,530,0,0,0.999022,8882230.03,0.999022,118914.6,0.999427,186449.1,0.99918,-11.429787,53,0_530_73
74,0,530,9699641.09,-1,1.000054,27588845.63,1.000039,70011,1.000382,17508.75,1.000314,-3.169775,53,0_530_74
75,0,530,771233.53,1,1.000967,16315641.7,1.000831,157083.74,1.001035,142096.25,1.000938,0.9095669,53,0_530_75
76,0,530,456932.7,-1,0.999617,6254646.25,0.999517,55383.16,0.999617,68438.94,0.999562,1.0299683,53,0_530_76
77,0,530,0,0,0.998769,27918667.07,0.998719,595.14,0.999021,47625.6,0.998723,1.6403198,53,0_530_77
80,0,530,306860.35,1,1.00251,3036386.74,1.001836,36733.92,1.002735,6425.28,1.002601,-7.799864,53,0_530_80
81,0,530,1291293.69,1,1.004455,31871113.09,1.004064,149150.08,1.004455,220340.4,1.004222,6.059408,53,0_530_81
82,0,530,0,0,0.997755,1771300.41,0.997087,49892.48,0.997755,41102.29,0.997453,20.999908,53,0_530_82
83,0,530,314132.77,-1,1.000288,137710701.4,1.000288,158077.08,1.000474,280053,1.000355,2.579689,53,0_530_83
84,0,530,0,0,1.003686,187988102.8,1.00352,100590.05,1.003705,271915,1.00357,2.6404858,53,0_530_84
85,0,530,499866.96,1,0.996529,4512158.81,0.996181,35366.08,0.996529,10132.66,0.996451,8.100271,53,0_530_85
86,0,530,0,0,1.007924,4295679.55,1.007243,27308.05,1.007924,101441.3,1.007388,7.929802,53,0_530_86
87,0,530,0,0,1.000192,6686013,1.000017,171.36,1.000367,70282.2,1.000018,13.730526,53,0_530_87
88,0,530,0,0,1.001891,49415096.01,1.001891,515.44,1.002085,69597.9,1.001892,-9.099841,53,0_530_88
89,0,530,1379615.6,-1,0.999277,11246855.73,0.999277,27193.6,0.999689,14209.65,0.999548,-4.810095,53,0_530_89
90,0,530,434672.98,1,0.999023,8109348.45,0.99883,130889.3,0.999023,5575.23,0.999015,-0.37014484,53,0_530_90
91,0,530,4296361.64,1,1.00162,25780819.91,1.001485,117956,1.001688,36278.85,1.00164,0.17046928,53,0_530_91
92,0,530,85111.19,-1,0.996978,5976341.12,0.996978,638,0.998275,7665.96,0.997078,-4.4602156,53,0_530_92
93,0,530,240271.61,1,0.998298,5134641.65,0.997911,27260.64,0.998298,8832.15,0.998203,-11.820197,53,0_530_93
94,0,530,128662.48,-1,0.998713,2336926.55,0.998713,30342.36,0.999399,10800.34,0.999219,-5.4997206,53,0_530_94
95,0,530,3296620.56,-1,1.000829,88757314.28,1.000829,322245.87,1.000921,288929.2,1.000878,6.170273,53,0_530_95
96,0,530,0,0,0.999945,26885420.16,0.999862,372446.73,1.000028,123139.2,0.999987,-1.8399954,53,0_530_96
97,0,530,0,0,1.000407,7235812.83,1.000407,3742.05,1.000928,1824,1.000757,-8.299947,53,0_530_97
98,0,530,0,0,0.998333,3381746.56,0.997653,433173.68,0.998333,429288.21,0.997995,0.28014183,53,0_530_98
99,0,530,405627.08,1,1.00206,12596401.58,1.001815,11796.98,1.00206,168668.73,1.001831,0.1001358,53,0_530_99
100,0,530,0,0,1.007242,402946.08,1.006872,19040,1.007242,33767.61,1.007006,-30.170082,53,0_530_100
101,0,530,873233.87,1,1.000995,3601225.68,0.99925,57558,1.001086,82266.95,1.000007,-6.4498186,53,0_530_101
103,0,530,744660.61,1,1.002206,9287870.69,1.001996,154342.32,1.00229,15773.34,1.002263,0.23961067,53,0_530_103
104,0,530,0,0,0.999298,15304715.17,0.999085,60210.52,0.999298,44675.82,0.999207,-0.06020069,53,0_530_104
105,0,530,856819.72,-1,0.999483,25005628.71,0.999483,125103.68,0.99964,295613.55,0.99953,2.9301643,53,0_530_105
106,0,530,312744.88,1,0.99907,8294953.89,0.998835,63448.32,0.99907,85.3,0.999069,-0.47028065,53,0_530_106
107,0,530,0,0,1.001064,3006213.4,0.999805,27781,1.000884,47000.59,1.000206,24.23048,53,0_530_107
108,0,530,0,0,0.997367,13433234.5,0.997172,80908.64,0.997367,5890.07,0.997353,51.939487,53,0_530_108
109,0,530,0,0,1.000028,15101170.56,0.999716,238182,1.000028,182095.81,0.999893,-7.7599287,53,0_530_109
110,0,530,0,0,1.001001,38878985.8,1.000794,30695.48,1.001001,81533.66,1.000851,8.280277,53,0_530_110
111,0,530,124550.35,-1,0.994183,1612612.03,0.994183,19779.24,0.994594,25544.64,0.994362,-0.36001205,53,0_530_111
112,0,530,8465575.73,1,0.998958,336885470.4,0.998889,137314.24,0.998958,235370.46,0.998914,0.5996227,53,0_530_112
113,0,530,0,0,1.000126,8835735.54,1.000002,31809.35,1.000523,40286,1.000232,0.9703636,53,0_530_113
114,0,530,0,0,0.997498,4183379.54,0.996921,271346.24,0.99757,57788.5,0.997456,0.6198883,53,0_530_114
115,0,530,174421.51,1,1.000576,22502345.04,1.000109,985.54,1.000718,65085.24,1.000118,1.1694431,53,0_530_115
116,0,530,695681.77,-1,0.999705,10612452.72,0.999542,205598.4,0.999978,44443.3,0.9999,2.7894974,53,0_530_116
117,0,530,353336.13,1,0.998949,5517165.56,0.998319,265004.74,0.998949,369517.08,0.998582,7.350445,53,0_530_117
118,0,530,3034225.3,1,1.000403,16596125.9,0.99999,14171.13,1.001038,11033.54,1.00058,8.569956,53,0_530_118
119,0,530,0,0,1.003961,4414563.01,1.003521,129564.16,1.003961,17264.52,1.003909,3.2794476,53,0_530_119
120,0,530,0,0,0.999832,12174073.93,0.999832,88825.59,1.000113,92022.48,0.99997,2.629757,53,0_530_120
121,0,530,960160.82,1,0.998977,36858326.14,0.998687,266221.6,0.998977,135093.66,0.998879,-10.0797415,53,0_530_121
122,0,530,0,0,0.999391,8635446.96,0.999391,292438,0.99989,254768.52,0.999657,14.719963,53,0_530_122
123,0,530,0,0,1.001131,21143069.29,1.000985,61651.7,1.001131,40058.96,1.001074,-0.6502867,53,0_530_123
124,0,530,332.75,-1,0.995068,3711913.69,0.995068,30646.07,0.995609,65926.71,0.995239,-5.4097176,53,0_530_124
125,0,530,0,0,1.00164,5972240.93,1.001584,75194.02,1.002364,5940.99,1.002307,-1.5902519,53,0_530_125
126,0,530,327711.62,-1,0.998924,38991389.5,0.998924,28638.09,0.999053,150815.66,0.998944,3.1900406,53,0_530_126
127,0,530,1120177.42,1,1.001488,4859240.03,1.001264,71423.09,1.001627,13284.48,1.00157,-5.6797266,53,0_530_127
128,0,530,0,0,0.998568,6948913.94,0.998259,51720,0.998568,33499.06,0.998446,2.5105476,53,0_530_128
129,0,530,0,0,1.006098,257511.91,1.006098,11217.3,1.00658,6049.4,1.006411,-19.90974,53,0_530_129
130,0,530,3183387.79,1,1.00002,48458957.65,0.999936,91968.3,1.00002,115180.34,0.999973,6.300211,53,0_530_130
131,0,530,666365.91,-1,1.00169,8447767.17,1.00169,115488.21,1.001945,91565.98,1.001832,-3.8301945,53,0_530_131
132,0,530,0,0,0.996463,32247354.43,0.996463,65782.08,0.996683,65254.36,0.996573,2.629757,53,0_530_132
133,0,530,5305571.13,1,1.003101,35571555.17,1.002758,58507.35,1.003162,140871.1,1.002876,4.489422,53,0_530_133
134,0,530,426828.16,-1,1.001635,13971120.99,1.001635,158038.38,1.002339,138441.28,1.002011,-7.330179,53,0_530_134
136,0,530,131403.92,1,0.99777,9244060.25,0.997293,97930.73,0.99777,87435.15,0.997545,-13.129711,53,0_530_136
137,0,530,0,0,0.998332,19789966.11,0.998217,51440.4,0.998332,9873.54,0.998313,-3.2699108,53,0_530_137
138,0,530,0,0,0.997482,898846.75,0.996949,16830,0.997482,12273.76,0.997257,12.949705,53,0_530_138
139,0,530,404054.21,-1,0.997096,10274999.75,0.997096,19078.8,0.997284,54384.84,0.997144,6.9999695,53,0_530_139
140,0,530,1061142.36,1,1.000457,60165456.86,1.000352,41377.56,1.000457,58354.2,1.000395,1.9395351,53,0_530_140
141,0,530,1360265.64,1,0.99859,62066876.4,0.99845,114833.7,0.99859,3828.33,0.998586,13.459921,53,0_530_141
142,0,530,0,0,1.000719,90284760.26,1.000719,71237.67,1.000947,198735.2,1.000779,2.4199486,53,0_530_142
143,0,530,123738.22,1,1.000517,1887241.68,0.999832,137027.19,1.000517,102135.32,1.000225,-10.3497505,53,0_530_143
144,0,530,609883.16,1,0.997816,19010138.88,0.997694,80516.8,0.997816,11010.78,0.997801,-19.220114,53,0_530_144
145,0,530,0,0,0.998286,28116213.21,0.998085,5990.71,0.998286,220364,0.99809,-2.4998188,53,0_530_145
146,0,530,894280.82,1,1.000859,4015402.81,1.000544,82937.1,1.000911,1144.38,1.000906,0.53048134,53,0_530_146
147,0,530,0,0,0.993643,11906803.56,0.993643,370703.1,0.994186,284555.71,0.99395,-13.089776,53,0_530_147
148,0,530,0,0,0.999565,36091659.34,0.999565,128992.28,0.999711,129559.5,0.999638,4.429817,53,0_530_148
149,0,530,0,0,1.000615,8599741.96,1.000509,66679.47,1.000615,59466.87,1.000565,2.6500225,53,0_530_149
151,0,530,3119971.81,-1,0.999556,123045530.6,0.999556,540857.01,0.999736,228441.24,0.999683,6.4897537,53,0_530_151
152,0,530,0,0,0.998781,19546787.27,0.998285,34205,0.99884,283374.72,0.998345,5.3703785,53,0_530_152
154,0,530,996599.35,-1,1.000495,10044173.48,1.000495,253592.6,1.000815,219044.76,1.000667,2.939701,53,0_530_154
155,0,530,0,0,1.001072,1256676.88,1.001072,10881.36,1.00126,19099.3,1.00114,-6.970167,53,0_530_155
157,0,530,0,0,1.001601,18954915.46,1.001508,42197.72,1.001819,39955.28,1.001668,-3.7199259,53,0_530_157
158,0,530,0,0,1.000898,4376259.78,1.000107,14978.4,1.001056,12652,1.000622,1.5103817,53,0_530_158
159,0,530,0,0,0.995886,6752290.46,0.995886,60930.72,0.996045,303318.47,0.995913,-1.5497208,53,0_530_159
160,0,530,5258093.05,1,1.000264,47653488.92,1.000136,4686.3,1.000264,28902.55,1.000154,5.400181,53,0_530_160
161,0,530,1086894.94,-1,0.99962,12586878.38,0.999289,40776.32,0.999869,21486.38,0.999669,2.579689,53,0_530_161
162,0,530,463723.68,-1,0.997588,17114984.89,0.997588,36642,0.997752,95284.8,0.997634,-2.400279,53,0_530_162
163,0,530,36472.08,-1,0.999596,73414012.92,0.999526,11579.76,0.999666,109808.64,0.999539,0.62942505,53,0_530_163
164,0,530,0,0,1.001499,12775408.35,1.001431,14599,1.001637,29204,1.001499,1.9705296,53,0_530_164
165,0,530,1662290.34,-1,1.00168,7060313.41,1.00168,228231,1.002314,99682.05,1.002121,-3.309846,53,0_530_165
166,0,530,62239.59,-1,0.999579,29220544.11,0.999579,456321.67,0.999838,103548.72,0.999791,-0.39994717,53,0_530_166
167,0,530,0,0,0.999996,6586396.5,0.999996,77261.06,1.000219,27343.25,1.000161,-0.4297495,53,0_530_167
168,0,530,25128074.16,-1,1.002401,294058296.4,1.002368,3331.69,1.002741,449945.55,1.002371,1.180172,53,0_530_168
169,0,530,168666.38,-1,0.999291,10281991.34,0.999155,36957,0.999696,103165.83,0.999298,-0.069737434,53,0_530_169
170,0,530,2083996.16,-1,1.000215,10348952.69,1.000215,168926.96,1.000347,39659.09,1.000321,0.029802322,53,0_530_170
171,0,530,342707.97,1,1.000591,24827471.35,1.000252,120379.92,1.000591,54024.4,1.000486,-2.2101402,53,0_530_171
172,0,530,0,0,0.997471,1376790.64,0.996838,13368.72,0.997629,16219.27,0.997196,2.9695034,53,0_530_172
173,0,530,214622.25,1,1.001872,5548246.41,1.000994,17628.52,1.002027,5817.6,1.001771,5.799532,53,0_530_173
174,0,530,0,0,0.998981,3542419.44,0.998981,13405.32,0.99929,78124.68,0.999026,-17.589928,53,0_530_174
175,0,530,16948532.94,-1,1.002351,224600364.9,1.00231,5396.34,1.002655,734155.2,1.002312,-0.47028065,53,0_530_175
176,0,530,3183644.51,-1,1.001799,19757298.2,1.001799,120729.76,1.002186,69218.55,1.002045,-3.6400557,53,0_530_176
177,0,530,126749.7,1,1.005019,3168572.85,1.0039,88406.46,1.005255,119399,1.004477,4.0197372,53,0_530_177
178,0,530,1532326.96,1,1.00302,34068874.61,1.002728,2651.11,1.003072,204584.4,1.002733,4.3797493,53,0_530_178
179,0,530,2032573.79,-1,1.000072,189450852.9,1.0001,17578.5,1.000129,45353.82,1.000108,9.219646,53,0_530_179
180,0,530,163784.83,1,0.999583,5870476.22,0.999406,23400,1.000205,32651.1,0.99974,-2.8198957,53,0_530_180
181,0,530,0,0,0.999125,8442352,0.998827,136822.99,0.999483,73902.78,0.999253,-6.8700314,53,0_530_181
182,0,530,0,0,0.998563,6654731.23,0.998346,140038.86,0.998563,20759.53,0.998535,4.34041,53,0_530_182
