stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
137,0,50,4233456.81,1,1.001386,7069989.12,1.001156,63404.15,1.001386,10425,1.001354,-17.390251,5,0_50_137
138,0,50,190235.89,-1,0.999881,435730.59,0.999881,3450.92,1.000414,10245.69,1.000015,-1.4901161,5,0_50_138
139,0,50,669384.21,-1,1.000545,3119540.89,1.000545,32386.62,1.000796,1595.8,1.000784,-8.029938,5,0_50_139
140,0,50,11174494.34,1,1.000509,37863930.8,1.000352,35657.16,1.000509,1907.1,1.000501,0.48995018,5,0_50_140
141,0,50,4662246.58,-1,0.999788,43430953.18,0.999788,14479.92,1.000069,26696,0.999887,-4.940033,5,0_50_141
142,0,50,25824701.48,-1,1.000368,44271677.81,1.000327,12594.92,1.000575,48454,1.000378,3.4701824,5,0_50_142
143,0,50,222693.73,-1,0.999832,669060.22,0.999832,34099.74,1.000517,29313.1,1.0002,-4.6402216,5,0_50_143
144,0,50,1972197.12,1,1.000609,6233391.32,1.000366,46462.32,1.000609,7828,1.000574,-2.0301342,5,0_50_144
145,0,50,18189161.4,1,1.001109,3762688.06,1.000907,40266.15,1.00131,5960.4,1.001258,1.8703938,5,0_50_145
146,0,50,0,0,1.000282,1977593.51,1.000177,38118,1.001279,21942,1.000876,-13.980269,5,0_50_146
147,0,50,5710968.64,1,1.001245,2249719.16,1.000702,85404.62,1.001245,92421.28,1.000963,-7.1400404,5,0_50_147
148,0,50,20340621.75,1,1.001898,7504281.76,1.001607,22458.36,1.001898,60112.5,1.001686,3.0899048,5,0_50_148
149,0,50,39683.52,-1,1.000509,3846453.51,1.000457,37992,1.000667,3990,1.000647,3.2699108,5,0_50_149
151,0,50,20682383.06,1,1.000277,54475998.36,1.000097,263229.12,1.000277,58555.2,1.000244,9.950399,5,0_50_151
152,0,50,7607239.01,1,0.999161,3022405.88,0.998402,342.09,0.999569,684.98,0.998791,5.669594,5,0_50_152
154,0,50,0,0,0.999856,5310858.41,0.999856,34001.36,1.000175,27848.1,1.000032,-2.629757,5,0_50_154
155,0,50,0,0,1.001447,559097.33,1.001072,17335.5,1.001447,18942.8,1.001251,7.009506,5,0_50_155
157,0,50,1155312.92,-1,1.000497,7847894,1.000326,1608.7,1.0007,37335.76,1.000342,6.0498714,5,0_50_157
158,0,50,298840.94,-1,0.998524,2036845.22,0.998524,63.1,0.998841,37303.92,0.998525,21.35992,5,0_50_158
159,0,50,275415.56,-1,1.000321,1856308.46,1.000321,15095.24,1.000638,8023.86,1.000528,-24.790169,5,0_50_159
160,0,50,5555788.73,1,1.000584,24402612.25,1.00052,31254,1.000584,21410.36,1.000558,7.1299076,5,0_50_160
161,0,50,3534973.97,-1,0.999703,3477870.63,0.999454,29682.36,1.000283,5071.92,1.000162,-8.170009,5,0_50_161
162,0,50,2605484.28,1,1.000311,7457044.02,0.99993,51051.92,1.00042,80290.01,1.00012,-9.469986,5,0_50_162
163,0,50,0,0,1.000458,61977225.75,1.000319,118035.5,1.000458,12019.84,1.000445,3.1399727,5,0_50_163
164,0,50,3716405.56,-1,1.001088,4220371.91,1.001019,17803.46,1.001362,5401.26,1.001282,-1.0001659,5,0_50_164
165,0,50,1279104.69,-1,1.001046,2129075.53,1.001046,41811.92,1.00168,163024.4,1.001176,-0.15974045,5,0_50_165
166,0,50,3402263.94,-1,1.001134,19932066.05,1.001134,92673.37,1.001393,79752.96,1.001274,2.54035,5,0_50_166
167,0,50,673123.91,1,1.000554,2627244.76,1.000442,27170.01,1.000554,10851.28,1.000522,4.390478,5,0_50_167
168,0,50,5740235.99,-1,1.000749,212215893,1.000731,49893.75,1.000879,3326.74,1.000869,7.150173,5,0_50_168
169,0,50,0,0,1.000048,5778303.07,0.99948,11090.7,1.000048,1849.5,0.999966,4.9698353,5,0_50_169
170,0,50,2546777.93,-1,1.001402,3643961.12,1.00127,45540,1.001534,17082,1.001462,-0.33974648,5,0_50_170
171,0,50,0,0,1.000397,15588163.52,1.000397,3092.4,1.000688,111152.58,1.000405,-1.9097328,5,0_50_171
172,0,50,550551.78,1,0.999842,150685.32,0.999368,28512.22,0.999842,6451.5,0.999754,-15.990138,5,0_50_172
173,0,50,408149.98,-1,1.00058,1104075.68,1.00058,1161.84,1.000838,4454.87,1.000634,-0.47028065,5,0_50_173
174,0,50,538639.64,-1,1.003146,1152542.32,1.002992,17230.3,1.004534,11851.84,1.003906,-54.00002,5,0_50_174
175,0,50,85744071.03,1,1.000917,109686296.6,1.001088,5389.76,1.0015,269599,1.001096,-0.7402897,5,0_50_175
176,0,50,7663371.42,-1,1.001447,8454379.6,1.001342,3415.32,1.001659,23630.1,1.001382,7.23958,5,0_50_176
177,0,50,0,0,0.999303,920504.86,0.997122,169.19,0.999715,50889,0.997131,14.990568,5,0_50_177
178,0,50,6453374.04,1,1.001722,12977000.19,1.001246,9454.25,1.001722,21944.3,1.001389,15.560389,5,0_50_178
179,0,50,2686779.92,1,0.999645,102302581.7,0.99956,40057.32,0.999645,22138.83,0.999615,3.0899048,5,0_50_179
