stock_id,date_id,seconds_in_bucket,imbalance_size,imbalance_buy_sell_flag,reference_price,matched_size,bid_price,bid_size,ask_price,ask_size,wap,target,time_id,row_id
62,97,190,1151961.92,-1,1.002475,3593626.19,1.002437,269.68,1.003032,7555.52,1.002458,17.789602,5354,97_190_62
63,97,190,4150159.94,1,1.002143,5074903.13,1.001781,5533,1.002143,16605,1.001872,-11.720061,5354,97_190_63
64,97,190,0,0,1.001751,6012229.13,1.000833,8469.3,1.001776,807.36,1.001694,2.2494793,5354,97_190_64
65,97,190,5856566.65,1,0.999211,20677763.66,0.999024,34569.21,0.999211,53440,0.999098,-7.1901083,5354,97_190_65
66,97,190,18054.92,1,1.000733,16120399.68,1.000091,37358.4,1.000797,2648.09,1.000751,-8.140206,5354,97_190_66
67,97,190,4685375.72,1,0.997949,77390945.22,0.997084,6084.76,0.998057,147561.05,0.997123,17.249584,5354,97_190_67
68,97,190,2535423.75,-1,0.999325,24483277.2,0.999082,370.86,0.99981,4948.4,0.999133,-0.7200241,5354,97_190_68
69,97,190,482494.74,-1,1.001453,1706762.74,1.001453,28737.18,1.00214,42807.06,1.001729,4.390478,5354,97_190_69
70,97,190,1194872.91,1,1.000868,2456116.79,1.000408,6581.16,1.001022,7041.6,1.000705,-6.930232,5354,97_190_70
71,97,190,7996128.44,1,0.997948,49225882.67,0.99756,821.4,0.998009,5752.39,0.997616,-2.1797419,5354,97_190_71
72,97,190,3906335.79,1,1.002362,36583781.67,1.002243,18175.32,1.002362,24909.88,1.002293,-4.36008,5354,97_190_72
73,97,190,1532771.65,-1,1.000069,5368836.58,1.000069,21698.34,1.000457,44264.26,1.000196,-7.6401234,5354,97_190_73
74,97,190,0,0,1.008192,17482069.8,1.007447,297625,1.009055,60216.2,1.008785,0.8702278,5354,97_190_74
75,97,190,5110023.71,-1,0.997885,18873610.22,0.997829,5136.48,0.998618,7622.18,0.998147,-0.19013882,5354,97_190_75
76,97,190,1274008.22,-1,1.002035,10568967.42,1.001617,38404,1.002035,9605,1.001951,-2.449751,5354,97_190_76
77,97,190,4781086.73,1,1.001468,28260712.92,1.001096,44565.03,1.001515,14861.22,1.00141,-2.9402971,5354,97_190_77
78,97,190,345263.14,1,1.003915,1342999.11,1.003357,5042.8,1.003915,3604,1.003682,0.009536743,5354,97_190_78
80,97,190,0,0,1.004891,6020748.93,1.004819,14729.76,1.005831,55779.1,1.005031,-9.199977,5354,97_190_80
81,97,190,2066282.27,1,1.004989,11406612.81,1.004341,3410.44,1.005054,2947.47,1.004724,-6.5797567,5354,97_190_81
82,97,190,0,0,1.001298,7350800.61,1.001298,69694.56,1.002011,12504.5,1.001903,7.0500374,5354,97_190_82
83,97,190,64116483.47,-1,1.00235,100320677,1.00235,206500.7,1.002553,67591.17,1.002503,0.1502037,5354,97_190_83
84,97,190,3454664.45,-1,1.000514,323850603.5,1.000514,2847.15,1.000918,586749.8,1.000516,-3.2997131,5354,97_190_84
85,97,190,844005.67,-1,1.003577,59165793.13,1.003577,13184.92,1.003813,638.13,1.003802,-4.079938,5354,97_190_85
86,97,190,1792533.08,-1,1.002748,14606827.55,1.002597,79422,1.003202,6622.5,1.003156,-16.729832,5354,97_190_86
87,97,190,1883241.53,-1,1.001158,4970336.63,1.001158,210.45,1.002157,17555,1.001169,2.490282,5354,97_190_87
88,97,190,11340485.07,-1,0.999333,120592615.8,0.999266,592.81,0.999535,30241.47,0.999271,2.5904179,5354,97_190_88
89,97,190,1326680.64,1,1.00019,14236597.64,0.999495,27180.3,1.000267,9973.81,1.00006,5.700588,5354,97_190_89
90,97,190,0,0,1.001888,5657114.36,1.000063,23010,1.002018,8069.25,1.001511,0.33020973,5354,97_190_90
91,97,190,18277399.41,1,0.995532,21011744.69,0.995431,12236.69,0.995836,15781.43,0.995608,6.610155,5354,97_190_91
92,97,190,376760.58,-1,1.003505,6530153.67,1.003468,163902,1.005709,1642.68,1.005687,-20.840168,5354,97_190_92
